opponent,seed,orientation,hand_num,hand_id,hero_delta,street,pot,community_cards,showdown,hero_cards,hand_strength,action_log_tail
tight_aggressive,46,0,126,deployed_tight_aggressive_s46_o0_h0126,-6550,river,20000,Qd 6h Th Ad 2h,True,Qc Ac,Two Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""raise"", ""amount"": 250, ""seat"": 0}, {""action"": ""raise"", ""amount"": 600, ""seat"": 1}, {""action"": ""raise"", ""amount"": 2100, ""seat"": 0}, {""action"": ""raise"", ""amount"": 4800, ""seat"": 1}, {""action"": ""call"", ""amount"": 2700, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 1750, ""seat"": 1}, {""action"": ""call"", ""amount"": 1750, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 6900, ""seat"": 0}]"
template,46,0,126,deployed_template_s46_o0_h0126,-6400,river,20000,Qd 6h Th Ad 2h,True,Qc Ac,Two Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""raise"", ""amount"": 250, ""seat"": 0}, {""action"": ""raise"", ""amount"": 1050, ""seat"": 1}, {""action"": ""raise"", ""amount"": 3675, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 6400, ""seat"": 1}, {""action"": ""call"", ""amount"": 2725, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 7200, ""seat"": 0}]"
aggressor,47,0,7,deployed_aggressor_s47_o0_h0007,-6400,turn,19300,9d 2h Jd Jc,False,,,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""raise"", ""amount"": 800, ""seat"": 1}, {""action"": ""raise"", ""amount"": 2800, ""seat"": 0}, {""action"": ""call"", ""amount"": 2000, ""seat"": 1}, {""action"": ""check"", ""amount"": 0, ""seat"": 0}, {""action"": ""raise"", ""amount"": 400, ""seat"": 1}, {""action"": ""call"", ""amount"": 400, ""seat"": 0}, {""action"": ""raise"", ""amount"": 3200, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 9700, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 0}]"
shark,46,0,126,deployed_shark_s46_o0_h0126,-6400,river,20000,Qd 6h Th Ad 2h,True,Qc Ac,Two Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""raise"", ""amount"": 250, ""seat"": 0}, {""action"": ""raise"", ""amount"": 1200, ""seat"": 1}, {""action"": ""raise"", ""amount"": 4200, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 6400, ""seat"": 1}, {""action"": ""raise"", ""amount"": 6996, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 2404, ""seat"": 0}]"
tight_passive,42,1,62,deployed_tight_passive_s42_o1_h0062,-6243,river,12486,3d Jh Ah 3s 5h,True,Qc Qh,Two Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""call"", ""amount"": 50, ""seat"": 0}, {""action"": ""raise"", ""amount"": 500, ""seat"": 1}, {""action"": ""call"", ""amount"": 400, ""seat"": 0}, {""action"": ""raise"", ""amount"": 660, ""seat"": 1}, {""action"": ""call"", ""amount"": 660, ""seat"": 0}, {""action"": ""raise"", ""amount"": 1531, ""seat"": 1}, {""action"": ""call"", ""amount"": 1531, ""seat"": 0}, {""action"": ""raise"", ""amount"": 3552, ""seat"": 1}, {""action"": ""call"", ""amount"": 3552, ""seat"": 0}]"
tight_passive,45,1,94,deployed_tight_passive_s45_o1_h0094,-6243,river,12486,7c 8s 2d Kc 8c,True,Jd Jc,Two Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""call"", ""amount"": 50, ""seat"": 0}, {""action"": ""raise"", ""amount"": 500, ""seat"": 1}, {""action"": ""call"", ""amount"": 400, ""seat"": 0}, {""action"": ""raise"", ""amount"": 660, ""seat"": 1}, {""action"": ""call"", ""amount"": 660, ""seat"": 0}, {""action"": ""raise"", ""amount"": 1531, ""seat"": 1}, {""action"": ""call"", ""amount"": 1531, ""seat"": 0}, {""action"": ""raise"", ""amount"": 3552, ""seat"": 1}, {""action"": ""call"", ""amount"": 3552, ""seat"": 0}]"
tight_passive,49,0,11,deployed_tight_passive_s49_o0_h0011,-6243,river,12486,8s Qs 4d 5h 2s,True,Qd Kc,Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""call"", ""amount"": 50, ""seat"": 1}, {""action"": ""raise"", ""amount"": 500, ""seat"": 0}, {""action"": ""call"", ""amount"": 400, ""seat"": 1}, {""action"": ""raise"", ""amount"": 660, ""seat"": 0}, {""action"": ""call"", ""amount"": 660, ""seat"": 1}, {""action"": ""raise"", ""amount"": 1531, ""seat"": 0}, {""action"": ""call"", ""amount"": 1531, ""seat"": 1}, {""action"": ""raise"", ""amount"": 3552, ""seat"": 0}, {""action"": ""call"", ""amount"": 3552, ""seat"": 1}]"
loose_passive,51,1,2,deployed_loose_passive_s51_o1_h0002,-6243,river,12486,5c 3c Kc Js 4c,True,7c 8c,Flush,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""call"", ""amount"": 50, ""seat"": 0}, {""action"": ""raise"", ""amount"": 500, ""seat"": 1}, {""action"": ""call"", ""amount"": 400, ""seat"": 0}, {""action"": ""raise"", ""amount"": 660, ""seat"": 1}, {""action"": ""call"", ""amount"": 660, ""seat"": 0}, {""action"": ""raise"", ""amount"": 1531, ""seat"": 1}, {""action"": ""call"", ""amount"": 1531, ""seat"": 0}, {""action"": ""raise"", ""amount"": 3552, ""seat"": 1}, {""action"": ""call"", ""amount"": 3552, ""seat"": 0}]"
loose_aggressive,45,0,43,deployed_loose_aggressive_s45_o0_h0043,-6223,river,20000,Tc 8h 2s 7c 8s,True,Td 9d,Two Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""raise"", ""amount"": 235, ""seat"": 1}, {""action"": ""call"", ""amount"": 135, ""seat"": 0}, {""action"": ""raise"", ""amount"": 310, ""seat"": 0}, {""action"": ""raise"", ""amount"": 1012, ""seat"": 1}, {""action"": ""raise"", ""amount"": 2194, ""seat"": 0}, {""action"": ""raise"", ""amount"": 5502, ""seat"": 1}, {""action"": ""raise"", ""amount"": 10891, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 5988, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 2651, ""seat"": 0}]"
shark,43,1,139,deployed_shark_s43_o1_h0139,-6200,river,20000,6s 5s Kc 4d Kd,True,Jh Jc,Two Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""raise"", ""amount"": 250, ""seat"": 1}, {""action"": ""raise"", ""amount"": 1200, ""seat"": 0}, {""action"": ""raise"", ""amount"": 4200, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 6200, ""seat"": 0}, {""action"": ""raise"", ""amount"": 6864, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 2736, ""seat"": 1}]"
template,43,1,139,deployed_template_s43_o1_h0139,-6050,river,20000,6s 5s Kc 4d Kd,True,Jh Jc,Two Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""raise"", ""amount"": 250, ""seat"": 1}, {""action"": ""raise"", ""amount"": 1050, ""seat"": 0}, {""action"": ""raise"", ""amount"": 3675, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 6050, ""seat"": 0}, {""action"": ""raise"", ""amount"": 6418, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 3857, ""seat"": 1}]"
aggressor,42,1,20,deployed_aggressor_s42_o1_h0020,-5900,river,19469,8d Jd 6h 5c 9c,True,Ah Kc,High Card,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""raise"", ""amount"": 800, ""seat"": 0}, {""action"": ""raise"", ""amount"": 2800, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 5900, ""seat"": 0}, {""action"": ""raise"", ""amount"": 13569, ""seat"": 1}, {""action"": ""check"", ""amount"": 0, ""seat"": 1}, {""action"": ""check"", ""amount"": 0, ""seat"": 1}, {""action"": ""check"", ""amount"": 0, ""seat"": 1}]"
tight_passive,48,0,143,deployed_tight_passive_s48_o0_h0143,-5382,river,10764,5s Th Jh 7s 2h,True,Tc Qd,Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""call"", ""amount"": 50, ""seat"": 1}, {""action"": ""raise"", ""amount"": 500, ""seat"": 0}, {""action"": ""call"", ""amount"": 400, ""seat"": 1}, {""action"": ""raise"", ""amount"": 660, ""seat"": 0}, {""action"": ""call"", ""amount"": 660, ""seat"": 1}, {""action"": ""raise"", ""amount"": 1531, ""seat"": 0}, {""action"": ""call"", ""amount"": 1531, ""seat"": 1}, {""action"": ""raise"", ""amount"": 2691, ""seat"": 0}, {""action"": ""call"", ""amount"": 2691, ""seat"": 1}]"
loose_passive,45,1,20,deployed_loose_passive_s45_o1_h0020,-5382,river,10764,Jh 7h 3h 2s Kd,True,Qc Qd,Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""call"", ""amount"": 50, ""seat"": 0}, {""action"": ""raise"", ""amount"": 500, ""seat"": 1}, {""action"": ""call"", ""amount"": 400, ""seat"": 0}, {""action"": ""raise"", ""amount"": 500, ""seat"": 1}, {""action"": ""call"", ""amount"": 500, ""seat"": 0}, {""action"": ""raise"", ""amount"": 1320, ""seat"": 1}, {""action"": ""call"", ""amount"": 1320, ""seat"": 0}, {""action"": ""raise"", ""amount"": 3062, ""seat"": 1}, {""action"": ""call"", ""amount"": 3062, ""seat"": 0}]"
