file,hand_num,street,action,amount_logged,chips_in,pot_before,owed,stack_before,invested_after,final_pot,origin,hand_delta,won,reached_showdown
0c18615c,4,preflop,fold,0,0,392,242,10000,0,20100,none,0,0,0
0c18615c,5,preflop,call,150,150,500,150,9900,250,5893,none,1843,1,0
0c18615c,5,flop,raise,433,433,650,0,9750,683,5893,none,1843,1,0
0c18615c,5,turn,raise,1010,1010,1516,0,9317,1693,5893,none,1843,1,0
0c18615c,5,river,raise,2357,2357,3536,0,8307,4050,5893,none,1843,1,0
0c18615c,24,preflop,fold,0,0,150,100,13241,0,19880,none,0,0,0
0c18615c,37,preflop,fold,0,0,150,100,13191,0,5900,none,0,0,0
0c18615c,81,preflop,call,179,179,379,179,14041,229,16205,postflop-escalation,-7988,0,1
0c18615c,81,flop,raise,458,458,687,0,13862,687,16205,postflop-escalation,-7988,0,1
0c18615c,81,flop,call,687,687,2290,687,13404,1374,16205,postflop-escalation,-7988,0,1
0c18615c,81,turn,raise,1984,1984,2977,0,12717,3358,16205,postflop-escalation,-7988,0,1
0c18615c,81,river,raise,4630,4630,6945,0,10733,7988,16205,postflop-escalation,-7988,0,1
0c18615c,106,preflop,fold,0,0,379,179,6803,50,7148,none,-50,0,0
0c18615c,118,preflop,fold,0,0,150,100,7303,0,16098,none,0,0,0
0c18615c,140,preflop,raise,200,100,300,0,9123,200,5443,none,1733,1,0
0c18615c,140,flop,raise,400,400,600,0,9023,600,5443,none,1733,1,0
0c18615c,140,turn,raise,933,933,1400,0,8623,1533,5443,none,1733,1,0
0c18615c,140,river,raise,2177,2177,3266,0,7690,3710,5443,none,1733,1,0
0c18615c,173,preflop,raise,200,200,150,100,11406,200,8983,postflop-escalation,2770,1,0
0c18615c,173,preflop,call,220,220,770,220,11206,420,8983,postflop-escalation,2770,1,0
0c18615c,173,flop,raise,660,660,990,0,10986,1080,8983,postflop-escalation,2770,1,0
0c18615c,173,turn,raise,1540,1540,2310,0,10326,2620,8983,postflop-escalation,2770,1,0
0c18615c,173,river,raise,3593,3593,5390,0,8786,6213,8983,postflop-escalation,2770,1,0
0c18615c,197,preflop,fold,0,0,150,100,13543,0,27181,none,0,0,0
0c18615c,236,preflop,fold,0,0,400,200,15339,50,7149,none,-50,0,0
0c18615c,248,preflop,fold,0,0,150,100,15439,0,25896,none,0,0,0
0c18615c,252,preflop,raise,200,150,150,50,15289,200,5072,none,-2536,0,1
0c18615c,252,flop,raise,266,266,400,0,15139,466,5072,none,-2536,0,1
0c18615c,252,turn,raise,621,621,932,0,14873,1087,5072,none,-2536,0,1
0c18615c,252,river,raise,1449,1449,2174,0,14252,2536,5072,none,-2536,0,1
0c18615c,269,preflop,fold,0,0,150,100,12803,0,43747,none,0,0,0
0c18615c,280,preflop,fold,0,0,379,179,13731,50,12001,none,-50,0,0
0c18615c,300,preflop,call,179,179,379,179,13431,229,14159,preflop-raise,678,1,0
0c18615c,300,preflop,all_in,13481,13252,907,220,13252,13481,14159,preflop-raise,678,1,0
0c18615c,317,preflop,fold,0,0,150,100,14992,0,5045,none,0,0,0
0c18615c,321,preflop,fold,0,0,150,100,15142,0,13284,none,0,0,0
0c18615c,409,preflop,raise,200,100,250,0,19575,200,5716,none,-2833,0,1
0c18615c,409,flop,raise,300,300,450,0,19475,500,5716,none,-2833,0,1
0c18615c,409,turn,raise,700,700,1050,0,19175,1200,5716,none,-2833,0,1
0c18615c,409,river,raise,1633,1633,2450,0,18475,2833,5716,none,-2833,0,1
0c18615c,424,preflop,raise,200,100,250,0,16909,200,5716,none,-2833,0,1
0c18615c,424,flop,raise,300,300,450,0,16809,500,5716,none,-2833,0,1
0c18615c,424,turn,raise,700,700,1050,0,16509,1200,5716,none,-2833,0,1
0c18615c,424,river,raise,1633,1633,2450,0,15809,2833,5716,none,-2833,0,1
0c18615c,441,preflop,raise,200,200,150,100,15259,200,5715,none,-1533,0,0
0c18615c,441,flop,raise,400,400,600,0,15059,600,5715,none,-1533,0,0
0c18615c,441,turn,raise,933,933,1400,0,14659,1533,5715,none,-1533,0,0
0c18615c,441,river,fold,0,0,5715,2449,13726,1533,5715,none,-1533,0,0
0c18615c,476,preflop,raise,200,150,150,50,15769,200,9600,none,-2536,0,0
0c18615c,476,flop,raise,266,266,400,0,15619,466,9600,none,-2536,0,0
0c18615c,476,turn,raise,621,621,932,0,15353,1087,9600,none,-2536,0,0
0c18615c,476,river,raise,1449,1449,2174,0,14732,2536,9600,none,-2536,0,0
0c18615c,476,river,fold,0,0,9600,4528,13283,2536,9600,none,-2536,0,0
0c18615c,486,preflop,raise,200,200,150,100,13999,200,5443,none,1733,1,0
0c18615c,486,flop,raise,400,400,600,0,13799,600,5443,none,1733,1,0
0c18615c,486,turn,raise,933,933,1400,0,13399,1533,5443,none,1733,1,0
0c18615c,486,river,raise,2177,2177,3266,0,12466,3710,5443,none,1733,1,0
0c18615c,492,preflop,fold,0,0,150,100,15432,0,44568,none,0,0,0
0c18615c,500,preflop,raise,200,150,150,50,15432,200,44984,none,-466,0,0
0c18615c,500,flop,raise,266,266,400,0,15282,466,44984,none,-466,0,0
0c18615c,500,flop,fold,0,0,44984,44052,15016,466,44984,none,-466,0,0
0c18615c,506,preflop,raise,200,150,150,50,13999,200,46417,none,-466,0,0
0c18615c,506,flop,raise,266,266,400,0,13849,466,46417,none,-466,0,0
0c18615c,506,turn,fold,0,0,46417,45485,13583,466,46417,none,-466,0,0
0c18615c,520,preflop,raise,200,150,150,50,11713,200,48437,none,-200,0,0
0c18615c,520,flop,fold,0,0,48437,48037,11563,200,48437,none,-200,0,0
0c18615c,522,preflop,raise,200,150,150,50,11613,200,48537,none,-200,0,0
0c18615c,522,preflop,fold,0,0,48537,48137,11463,200,48537,none,-200,0,0
0c18615c,523,preflop,fold,0,0,48637,48437,11363,100,48637,none,-100,0,0
0c18615c,527,preflop,fold,0,0,48787,48587,11213,100,48787,none,-100,0,0
0c18615c,528,preflop,raise,200,150,150,50,11163,200,48987,none,-200,0,0
0c18615c,528,preflop,fold,0,0,48987,48587,11013,200,48987,none,-200,0,0
0c18615c,531,preflop,check,0,0,200,0,11063,100,50104,none,-1267,0,0
0c18615c,531,flop,raise,133,133,200,0,11063,233,50104,none,-1267,0,0
0c18615c,531,turn,raise,310,310,466,0,10930,543,50104,none,-1267,0,0
0c18615c,531,river,raise,724,724,1086,0,10620,1267,50104,none,-1267,0,0
0c18615c,531,river,fold,0,0,50104,47570,9896,1267,50104,none,-1267,0,0
0c18615c,535,preflop,fold,0,0,49854,49654,10146,100,49854,none,-100,0,0
0c18615c,542,preflop,raise,200,150,150,50,9563,200,50587,none,-200,0,0
0c18615c,542,preflop,fold,0,0,50587,50187,9413,200,50587,none,-200,0,0
0c18615c,545,preflop,fold,0,0,50537,50337,9463,100,50537,none,-100,0,0
0c18615c,549,preflop,fold,0,0,50737,50537,9263,100,50737,none,-100,0,0
0c18615c,555,preflop,call,49289,10511,49489,49289,10511,10611,60000,preflop-flat,-10611,0,1
18fc0a11,22,preflop,raise,200,150,150,50,10550,200,7620,none,3810,1,1
18fc0a11,22,preflop,call,100,100,500,100,10400,300,7620,none,3810,1,1
18fc0a11,22,flop,raise,400,400,600,0,10300,700,7620,none,3810,1,1
18fc0a11,22,turn,raise,933,933,1400,0,9900,1633,7620,none,3810,1,1
18fc0a11,22,river,raise,2177,2177,3266,0,8967,3810,7620,none,3810,1,1
18fc0a11,71,preflop,raise,200,200,250,100,17451,200,5280,none,-200,0,0
18fc0a11,71,preflop,fold,0,0,1200,250,17251,200,5280,none,-200,0,0
18fc0a11,76,preflop,raise,200,150,150,50,18051,200,5072,none,-2536,0,1
18fc0a11,76,flop,raise,266,266,400,0,17901,466,5072,none,-2536,0,1
18fc0a11,76,turn,raise,621,621,932,0,17635,1087,5072,none,-2536,0,1
18fc0a11,76,river,raise,1449,1449,2174,0,17014,2536,5072,none,-2536,0,1
18fc0a11,88,preflop,raise,200,150,150,50,17909,200,5072,none,0,0,1
18fc0a11,88,flop,raise,266,266,400,0,17759,466,5072,none,0,0,1
18fc0a11,88,turn,raise,621,621,932,0,17493,1087,5072,none,0,0,1
18fc0a11,88,river,raise,1449,1449,2174,0,16872,2536,5072,none,0,0,1
18fc0a11,89,preflop,fold,0,0,384,234,17959,0,15259,none,0,0,0
18fc0a11,97,preflop,raise,200,100,250,0,17843,200,5716,none,2883,1,1
18fc0a11,97,flop,raise,300,300,450,0,17743,500,5716,none,2883,1,1
18fc0a11,97,turn,raise,700,700,1050,0,17443,1200,5716,none,2883,1,1
18fc0a11,97,river,raise,1633,1633,2450,0,16743,2833,5716,none,2883,1,1
18fc0a11,103,preflop,raise,200,150,150,50,21226,200,15540,none,-466,0,0
18fc0a11,103,flop,raise,266,266,400,0,21076,466,15540,none,-466,0,0
18fc0a11,103,flop,fold,0,0,15540,14608,20810,466,15540,none,-466,0,0
18fc0a11,127,preflop,raise,200,100,250,0,25447,200,5716,none,-2833,0,1
18fc0a11,127,flop,raise,300,300,450,0,25347,500,5716,none,-2833,0,1
18fc0a11,127,turn,raise,700,700,1050,0,25047,1200,5716,none,-2833,0,1
18fc0a11,127,river,raise,1633,1633,2450,0,24347,2833,5716,none,-2833,0,1
18fc0a11,128,preflop,raise,200,150,150,50,22664,200,7620,none,3810,1,1
18fc0a11,128,preflop,call,100,100,500,100,22514,300,7620,none,3810,1,1
18fc0a11,128,flop,raise,400,400,600,0,22414,700,7620,none,3810,1,1
18fc0a11,128,turn,raise,933,933,1400,0,22014,1633,7620,none,3810,1,1
18fc0a11,128,river,raise,2177,2177,3266,0,21081,3810,7620,none,3810,1,1
18fc0a11,132,preflop,raise,200,100,250,0,26874,200,14759,none,-2833,0,0
18fc0a11,132,flop,raise,300,300,450,0,26774,500,14759,none,-2833,0,0
18fc0a11,132,turn,raise,700,700,1050,0,26474,1200,14759,none,-2833,0,0
18fc0a11,132,river,raise,1633,1633,2450,0,25774,2833,14759,none,-2833,0,0
18fc0a11,132,river,fold,0,0,14759,9043,24141,2833,14759,none,-2833,0,0
18fc0a11,140,preflop,raise,200,200,150,100,24891,200,16209,none,-1500,0,0
18fc0a11,140,preflop,call,400,400,950,400,24691,600,16209,none,-1500,0,0
18fc0a11,140,flop,raise,900,900,1350,0,24291,1500,16209,none,-1500,0,0
18fc0a11,140,flop,fold,0,0,16209,13059,23391,1500,16209,none,-1500,0,0
18fc0a11,147,preflop,raise,200,100,250,0,24041,200,18464,none,-2355,0,0
18fc0a11,147,flop,raise,300,300,450,0,23941,500,18464,none,-2355,0,0
18fc0a11,147,flop,call,495,495,1545,495,23641,995,18464,none,-2355,0,0
18fc0a11,147,turn,raise,1360,1360,2040,0,23146,2355,18464,none,-2355,0,0
18fc0a11,147,turn,fold,0,0,18464,13704,21786,2355,18464,none,-2355,0,0
18fc0a11,162,preflop,raise,200,100,250,0,23686,200,18164,none,-500,0,0
18fc0a11,162,flop,raise,300,300,450,0,23586,500,18164,none,-500,0,0
18fc0a11,162,flop,fold,0,0,18164,17114,23286,500,18164,none,-500,0,0
18fc0a11,192,preflop,raise,200,100,250,0,24720,200,5716,none,-2833,0,1
18fc0a11,192,flop,raise,300,300,450,0,24620,500,5716,none,-2833,0,1
18fc0a11,192,turn,raise,700,700,1050,0,24320,1200,5716,none,-2833,0,1
18fc0a11,192,river,raise,1633,1633,2450,0,23620,2833,5716,none,-2833,0,1
18fc0a11,199,preflop,fold,0,0,750,600,23553,0,5600,none,0,0,0
18fc0a11,202,preflop,raise,200,100,250,0,23753,200,19947,none,-1200,0,0
18fc0a11,202,flop,raise,300,300,450,0,23653,500,19947,none,-1200,0,0
18fc0a11,202,turn,raise,700,700,1050,0,23353,1200,19947,none,-1200,0,0
18fc0a11,202,turn,fold,0,0,19947,17497,22653,1200,19947,none,-1200,0,0
18fc0a11,207,preflop,raise,200,100,250,0,22803,200,22980,none,-2833,0,0
18fc0a11,207,flop,raise,300,300,450,0,22703,500,22980,none,-2833,0,0
18fc0a11,207,turn,raise,700,700,1050,0,22403,1200,22980,none,-2833,0,0
18fc0a11,207,river,raise,1633,1633,2450,0,21703,2833,22980,none,-2833,0,0
18fc0a11,207,river,fold,0,0,22980,17264,20070,2833,22980,none,-2833,0,0
18fc0a11,212,preflop,raise,200,100,250,0,20520,200,24080,none,-1200,0,0
18fc0a11,212,flop,raise,300,300,450,0,20420,500,24080,none,-1200,0,0
18fc0a11,212,turn,raise,700,700,1050,0,20120,1200,24080,none,-1200,0,0
18fc0a11,212,turn,fold,0,0,24080,21630,19420,1200,24080,none,-1200,0,0
18fc0a11,220,preflop,raise,200,200,150,100,19620,200,24830,none,-1500,0,0
18fc0a11,220,preflop,call,400,400,950,400,19420,600,24830,none,-1500,0,0
18fc0a11,220,flop,raise,900,900,1350,0,19020,1500,24830,none,-1500,0,0
18fc0a11,220,flop,fold,0,0,24830,21680,18120,1500,24830,none,-1500,0,0
18fc0a11,222,preflop,raise,200,100,250,0,18170,200,26080,none,-1200,0,0
18fc0a11,222,flop,raise,300,300,450,0,18070,500,26080,none,-1200,0,0
18fc0a11,222,turn,raise,700,700,1050,0,17770,1200,26080,none,-1200,0,0
18fc0a11,222,turn,fold,0,0,26080,23630,17070,1200,26080,none,-1200,0,0
18fc0a11,227,preflop,raise,200,100,250,0,16870,200,26780,none,-500,0,0
18fc0a11,227,flop,raise,300,300,450,0,16770,500,26780,none,-500,0,0
18fc0a11,227,flop,fold,0,0,26780,25730,16470,500,26780,none,-500,0,0
18fc0a11,253,preflop,raise,200,150,150,50,19170,200,5072,none,-2536,0,1
18fc0a11,253,flop,raise,266,266,400,0,19020,466,5072,none,-2536,0,1
18fc0a11,253,turn,raise,621,621,932,0,18754,1087,5072,none,-2536,0,1
18fc0a11,253,river,raise,1449,1449,2174,0,18133,2536,5072,none,-2536,0,1
18fc0a11,257,preflop,raise,200,100,250,0,17034,200,5716,none,2883,1,1
18fc0a11,257,flop,raise,300,300,450,0,16934,500,5716,none,2883,1,1
18fc0a11,257,turn,raise,700,700,1050,0,16634,1200,5716,none,2883,1,1
18fc0a11,257,river,raise,1633,1633,2450,0,15934,2833,5716,none,2883,1,1
18fc0a11,258,preflop,raise,200,150,150,50,19967,200,5072,none,-2536,0,1
18fc0a11,258,flop,raise,266,266,400,0,19817,466,5072,none,-2536,0,1
18fc0a11,258,turn,raise,621,621,932,0,19551,1087,5072,none,-2536,0,1
18fc0a11,258,river,raise,1449,1449,2174,0,18930,2536,5072,none,-2536,0,1
18fc0a11,263,preflop,raise,200,150,150,50,17281,200,28385,none,-466,0,0
18fc0a11,263,flop,raise,266,266,400,0,17131,466,28385,none,-466,0,0
18fc0a11,263,flop,fold,0,0,28385,27453,16865,466,28385,none,-466,0,0
18fc0a11,277,preflop,raise,200,100,250,0,18765,200,5716,none,-2833,0,1
18fc0a11,277,flop,raise,300,300,450,0,18665,500,5716,none,-2833,0,1
18fc0a11,277,turn,raise,700,700,1050,0,18365,1200,5716,none,-2833,0,1
18fc0a11,277,river,raise,1633,1633,2450,0,17665,2833,5716,none,-2833,0,1
18fc0a11,282,preflop,raise,200,100,250,0,17469,200,5716,none,-2833,0,1
18fc0a11,282,flop,raise,300,300,450,0,17369,500,5716,none,-2833,0,1
18fc0a11,282,turn,raise,700,700,1050,0,17069,1200,5716,none,-2833,0,1
18fc0a11,282,river,raise,1633,1633,2450,0,16369,2833,5716,none,-2833,0,1
18fc0a11,283,preflop,raise,200,150,150,50,14686,200,32930,none,-466,0,0
18fc0a11,283,flop,raise,266,266,400,0,14536,466,32930,none,-466,0,0
18fc0a11,283,flop,fold,0,0,32930,31998,14270,466,32930,none,-466,0,0
18fc0a11,297,preflop,raise,200,100,250,0,15370,200,5716,none,-2833,0,1
18fc0a11,297,flop,raise,300,300,450,0,15270,500,5716,none,-2833,0,1
18fc0a11,297,turn,raise,700,700,1050,0,14970,1200,5716,none,-2833,0,1
18fc0a11,297,river,raise,1633,1633,2450,0,14270,2833,5716,none,-2833,0,1
18fc0a11,327,preflop,raise,200,100,250,0,14787,200,5716,none,2883,1,1
18fc0a11,327,flop,raise,300,300,450,0,14687,500,5716,none,2883,1,1
18fc0a11,327,turn,raise,700,700,1050,0,14387,1200,5716,none,2883,1,1
18fc0a11,327,river,raise,1633,1633,2450,0,13687,2833,5716,none,2883,1,1
18fc0a11,339,preflop,fold,0,0,450,300,18770,0,37330,none,0,0,0
18fc0a11,349,preflop,raise,200,150,150,50,20386,200,5072,none,-2536,0,1
18fc0a11,349,flop,raise,266,266,400,0,20236,466,5072,none,-2536,0,1
18fc0a11,349,turn,raise,621,621,932,0,19970,1087,5072,none,-2536,0,1
18fc0a11,349,river,raise,1449,1449,2174,0,19349,2536,5072,none,-2536,0,1
18fc0a11,388,preflop,raise,200,150,150,50,21050,200,7620,none,3810,1,1
18fc0a11,388,preflop,call,100,100,500,100,20900,300,7620,none,3810,1,1
18fc0a11,388,flop,raise,400,400,600,0,20800,700,7620,none,3810,1,1
18fc0a11,388,turn,raise,933,933,1400,0,20400,1633,7620,none,3810,1,1
18fc0a11,388,river,raise,2177,2177,3266,0,19467,3810,7620,none,3810,1,1
18fc0a11,390,preflop,call,200,200,450,200,24960,300,35133,none,-1743,0,0
18fc0a11,390,flop,raise,433,433,650,0,24760,733,35133,none,-1743,0,0
18fc0a11,390,turn,raise,1010,1010,1516,0,24327,1743,35133,none,-1743,0,0
18fc0a11,390,turn,fold,0,0,35133,31597,23317,1743,35133,none,-1743,0,0
18fc0a11,403,preflop,raise,200,150,150,50,25304,200,34396,none,-700,0,0
18fc0a11,403,preflop,call,100,100,500,100,25154,300,34396,none,-700,0,0
18fc0a11,403,flop,raise,400,400,600,0,25054,700,34396,none,-700,0,0
18fc0a11,403,flop,fold,0,0,34396,32996,24654,700,34396,none,-700,0,0
18fc0a11,420,preflop,raise,200,100,250,0,26591,200,33759,none,-500,0,0
18fc0a11,420,flop,raise,300,300,450,0,26491,500,33759,none,-500,0,0
18fc0a11,420,flop,fold,0,0,33759,32709,26191,500,33759,none,-500,0,0
18fc0a11,452,preflop,check,0,0,200,0,26567,100,33876,none,-543,0,0
18fc0a11,452,flop,raise,133,133,200,0,26567,233,33876,none,-543,0,0
18fc0a11,452,turn,raise,310,310,466,0,26434,543,33876,none,-543,0,0
18fc0a11,452,turn,fold,0,0,33876,32790,26124,543,33876,none,-543,0,0
18fc0a11,546,preflop,check,0,0,200,0,28993,100,31140,none,-233,0,0
18fc0a11,546,flop,raise,133,133,200,0,28993,233,31140,none,-233,0,0
18fc0a11,546,flop,fold,0,0,31140,30674,28860,233,31140,none,-233,0,0
18fc0a11,584,preflop,check,0,0,200,0,27930,100,33237,none,-1267,0,0
18fc0a11,584,flop,raise,133,133,200,0,27930,233,33237,none,-1267,0,0
18fc0a11,584,turn,raise,310,310,466,0,27797,543,33237,none,-1267,0,0
18fc0a11,584,river,raise,724,724,1086,0,27487,1267,33237,none,-1267,0,0
18fc0a11,584,river,fold,0,0,33237,30703,26763,1267,33237,none,-1267,0,0
18fc0a11,608,preflop,check,0,0,200,0,28198,100,31935,none,-233,0,0
18fc0a11,608,flop,raise,133,133,200,0,28198,233,31935,none,-233,0,0
18fc0a11,608,flop,fold,0,0,31935,31469,28065,233,31935,none,-233,0,0
18fc0a11,620,preflop,check,0,0,200,0,28365,100,31768,none,-233,0,0
18fc0a11,620,flop,raise,133,133,200,0,28365,233,31768,none,-233,0,0
18fc0a11,620,flop,fold,0,0,31768,31302,28232,233,31768,none,-233,0,0
18fc0a11,662,preflop,check,0,0,200,0,31449,100,28684,none,-233,0,0
18fc0a11,662,flop,raise,133,133,200,0,31449,233,28684,none,-233,0,0
18fc0a11,662,flop,fold,0,0,28684,28218,31316,233,28684,none,-233,0,0
18fc0a11,690,preflop,check,0,0,200,0,32316,100,28851,none,-1267,0,0
18fc0a11,690,flop,raise,133,133,200,0,32316,233,28851,none,-1267,0,0
18fc0a11,690,turn,raise,310,310,466,0,32183,543,28851,none,-1267,0,0
18fc0a11,690,river,raise,724,724,1086,0,31873,1267,28851,none,-1267,0,0
18fc0a11,690,river,fold,0,0,28851,26317,31149,1267,28851,none,-1267,0,0
18fc0a11,724,preflop,check,0,0,200,0,33149,100,26984,none,-233,0,0
18fc0a11,724,flop,raise,133,133,200,0,33149,233,26984,none,-233,0,0
18fc0a11,724,flop,fold,0,0,26984,26518,33016,233,26984,none,-233,0,0
18fc0a11,736,preflop,check,0,0,200,0,33166,100,27277,none,-543,0,0
18fc0a11,736,flop,raise,133,133,200,0,33166,233,27277,none,-543,0,0
18fc0a11,736,turn,raise,310,310,466,0,33033,543,27277,none,-543,0,0
18fc0a11,736,turn,fold,0,0,27277,26191,32723,543,27277,none,-543,0,0
18fc0a11,738,preflop,check,0,0,200,0,32723,100,27410,none,-233,0,0
18fc0a11,738,flop,raise,133,133,200,0,32723,233,27410,none,-233,0,0
18fc0a11,738,flop,fold,0,0,27410,26944,32590,233,27410,none,-233,0,0
18fc0a11,770,preflop,check,0,0,200,0,32906,100,27227,none,-233,0,0
18fc0a11,770,flop,raise,133,133,200,0,32906,233,27227,none,-233,0,0
18fc0a11,770,flop,fold,0,0,27227,26761,32773,233,27227,none,-233,0,0
18fc0a11,794,preflop,call,200,200,400,200,33916,300,26684,none,-700,0,0
18fc0a11,794,flop,raise,400,400,600,0,33716,700,26684,none,-700,0,0
18fc0a11,794,flop,fold,0,0,26684,25284,33316,700,26684,none,-700,0,0
35272026,17,preflop,call,200,200,400,200,9900,250,7620,none,3860,1,1
35272026,17,flop,raise,400,400,600,0,9700,650,7620,none,3860,1,1
35272026,17,turn,raise,933,933,1400,0,9300,1583,7620,none,3860,1,1
35272026,17,river,raise,2177,2177,3266,0,8367,3760,7620,none,3860,1,1
35272026,24,preflop,raise,200,200,150,100,13810,200,5443,none,1733,1,0
35272026,24,flop,raise,400,400,600,0,13610,600,5443,none,1733,1,0
35272026,24,turn,raise,933,933,1400,0,13210,1533,5443,none,1733,1,0
35272026,24,river,raise,2177,2177,3266,0,12277,3710,5443,none,1733,1,0
35272026,42,preflop,call,250,250,400,250,15793,250,10788,none,175,1,1
35272026,42,flop,raise,566,566,850,0,15543,816,10788,none,175,1,1
35272026,42,turn,raise,1321,1321,1982,0,14977,2137,10788,none,175,1,1
35272026,42,river,raise,3082,3082,4624,0,13656,5219,10788,none,175,1,1
35272026,53,preflop,fold,0,0,538,238,13960,50,6741,none,-50,0,0
35272026,98,preflop,raise,200,200,150,100,14076,200,8884,none,-4292,0,1
35272026,98,flop,raise,466,466,700,0,13876,666,8884,none,-4292,0,1
35272026,98,turn,raise,1088,1088,1632,0,13410,1754,8884,none,-4292,0,1
35272026,98,river,raise,2538,2538,3808,0,12322,4292,8884,none,-4292,0,1
35272026,105,preflop,raise,200,200,150,100,9784,200,15092,none,-200,0,0
35272026,105,preflop,fold,0,0,1750,500,9584,200,15092,none,-200,0,0
35272026,131,preflop,fold,0,0,550,150,10112,50,15116,none,-50,0,0
35272026,143,preflop,all_in,10162,10112,1150,750,10112,10162,19428,preflop-raise,-8966,0,1
