mix,seed,thorp_seat,hand_num,hand_id,street,pressure_kind,pressure_bot,pressure_action,pressure_amount,pressure_pot_after,pressure_event_index,fold_event_index,fold_pot,hero_delta,hero_chip_loss,final_street,final_pot,showdown,community_cards,action_log
adaptive_overfold_pressure,2026060732,2,524,adaptive_overfold_pressure_seat2_seed2026060732_h0524,flop,flop_cbet_or_probe,adaptive_overfold_2,raise,736,1886,11,12,1886,-500,500,flop,1886,False,2d Kd 5d,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 3}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 4}, {""action"": ""fold"", ""amount"": 0, ""seat"": 5}, {""action"": ""fold"", ""amount"": 0, ""seat"": 0}, {""action"": ""call"", ""amount"": 100, ""seat"": 1}, {""action"": ""raise"", ""amount"": 500, ""seat"": 2}, {""action"": ""fold"", ""amount"": 0, ""seat"": 3}, {""action"": ""fold"", ""amount"": 0, ""seat"": 4}, {""action"": ""call"", ""amount"": 400, ""seat"": 1}, {""action"": ""raise"", ""amount"": 736, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 2}]"
adaptive_overfold_pressure,2026060732,2,582,adaptive_overfold_pressure_seat2_seed2026060732_h0582,turn,turn_probe,adaptive_overfold_1,raise,735,1703,14,15,1703,-459,459,turn,1703,False,Ad Ah Jd 8h,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 2}, {""action"": ""fold"", ""amount"": 0, ""seat"": 3}, {""action"": ""fold"", ""amount"": 0, ""seat"": 4}, {""action"": ""fold"", ""amount"": 0, ""seat"": 5}, {""action"": ""raise"", ""amount"": 217, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 1}, {""action"": ""call"", ""amount"": 117, ""seat"": 2}, {""action"": ""raise"", ""amount"": 242, ""seat"": 2}, {""action"": ""call"", ""amount"": 242, ""seat"": 0}, {""action"": ""check"", ""amount"": 0, ""seat"": 2}, {""action"": ""raise"", ""amount"": 735, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 2}]"
adaptive_overfold_pressure,2026060732,2,668,adaptive_overfold_pressure_seat2_seed2026060732_h0668,flop,flop_cbet_or_probe,adaptive_overfold_3,raise,525,1275,10,12,1275,-250,250,flop,1275,False,As 4d Ks,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 3}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 4}, {""action"": ""fold"", ""amount"": 0, ""seat"": 5}, {""action"": ""fold"", ""amount"": 0, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 1}, {""action"": ""raise"", ""amount"": 250, ""seat"": 2}, {""action"": ""call"", ""amount"": 200, ""seat"": 3}, {""action"": ""call"", ""amount"": 150, ""seat"": 4}, {""action"": ""raise"", ""amount"": 525, ""seat"": 3}, {""action"": ""fold"", ""amount"": 0, ""seat"": 4}, {""action"": ""fold"", ""amount"": 0, ""seat"": 2}]"
adaptive_overfold_pressure,2026060732,2,740,adaptive_overfold_pressure_seat2_seed2026060732_h0740,flop,flop_cbet_or_probe,adaptive_overfold_2,raise,174,474,9,10,474,-100,100,turn,1140,False,Ac 3d Ts 4h,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 2}, {""action"": ""call"", ""amount"": 100, ""seat"": 3}, {""action"": ""fold"", ""amount"": 0, ""seat"": 4}, {""action"": ""fold"", ""amount"": 0, ""seat"": 0}, {""action"": ""call"", ""amount"": 50, ""seat"": 1}, {""action"": ""check"", ""amount"": 0, ""seat"": 2}, {""action"": ""raise"", ""amount"": 174, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 2}, {""action"": ""call"", ""amount"": 174, ""seat"": 3}, {""action"": ""check"", ""amount"": 0, ""seat"": 1}, {""action"": ""raise"", ""amount"": 492, ""seat"": 3}, {""action"": ""fold"", ""amount"": 0, ""seat"": 1}]"
adaptive_overfold_pressure,2026060733,3,57,adaptive_overfold_pressure_seat3_seed2026060733_h0057,flop,flop_cbet_or_probe,adaptive_overfold_5,raise,751,1925,11,12,1925,-562,562,flop,1925,False,4c Ad 5d,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 4}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 5}, {""action"": ""fold"", ""amount"": 0, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 2}, {""action"": ""raise"", ""amount"": 250, ""seat"": 3}, {""action"": ""fold"", ""amount"": 0, ""seat"": 4}, {""action"": ""raise"", ""amount"": 562, ""seat"": 5}, {""action"": ""call"", ""amount"": 312, ""seat"": 3}, {""action"": ""raise"", ""amount"": 751, ""seat"": 5}, {""action"": ""fold"", ""amount"": 0, ""seat"": 3}]"
adaptive_overfold_pressure,2026060733,3,71,adaptive_overfold_pressure_seat3_seed2026060733_h0071,turn,turn_barrel,adaptive_overfold_2,raise,1184,2742,13,14,2742,-754,754,turn,2742,False,9h Ad 6d 8s,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 2}, {""action"": ""raise"", ""amount"": 300, ""seat"": 3}, {""action"": ""fold"", ""amount"": 0, ""seat"": 4}, {""action"": ""fold"", ""amount"": 0, ""seat"": 5}, {""action"": ""fold"", ""amount"": 0, ""seat"": 0}, {""action"": ""call"", ""amount"": 200, ""seat"": 1}, {""action"": ""raise"", ""amount"": 454, ""seat"": 1}, {""action"": ""call"", ""amount"": 454, ""seat"": 3}, {""action"": ""raise"", ""amount"": 1184, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 3}]"
adaptive_overfold_pressure,2026060733,3,153,adaptive_overfold_pressure_seat3_seed2026060733_h0153,flop,flop_cbet_or_probe,adaptive_overfold_4,raise,3150,10284,13,14,10284,-3517,3517,flop,10284,False,3c 8h Jh,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 4}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 5}, {""action"": ""fold"", ""amount"": 0, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 2}, {""action"": ""raise"", ""amount"": 250, ""seat"": 3}, {""action"": ""raise"", ""amount"": 562, ""seat"": 4}, {""action"": ""fold"", ""amount"": 0, ""seat"": 5}, {""action"": ""raise"", ""amount"": 1686, ""seat"": 3}, {""action"": ""raise"", ""amount"": 3517, ""seat"": 4}, {""action"": ""call"", ""amount"": 1831, ""seat"": 3}, {""action"": ""raise"", ""amount"": 3150, ""seat"": 4}, {""action"": ""fold"", ""amount"": 0, ""seat"": 3}]"
adaptive_overfold_pressure,2026060733,3,471,adaptive_overfold_pressure_seat3_seed2026060733_h0471,flop,flop_cbet_or_probe,adaptive_overfold_4,raise,783,2007,11,12,2007,-562,562,flop,2007,False,8s Qh 9s,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 4}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 5}, {""action"": ""fold"", ""amount"": 0, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 2}, {""action"": ""raise"", ""amount"": 250, ""seat"": 3}, {""action"": ""raise"", ""amount"": 562, ""seat"": 4}, {""action"": ""fold"", ""amount"": 0, ""seat"": 5}, {""action"": ""call"", ""amount"": 312, ""seat"": 3}, {""action"": ""raise"", ""amount"": 783, ""seat"": 4}, {""action"": ""fold"", ""amount"": 0, ""seat"": 3}]"
adaptive_overfold_pressure,2026060733,3,789,adaptive_overfold_pressure_seat3_seed2026060733_h0789,flop,flop_cbet_or_probe,adaptive_overfold_3,raise,1945,4985,12,13,4985,-1445,1445,flop,4985,False,Ac 2h 5d,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 4}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 5}, {""action"": ""fold"", ""amount"": 0, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 1}, {""action"": ""raise"", ""amount"": 217, ""seat"": 2}, {""action"": ""raise"", ""amount"": 651, ""seat"": 3}, {""action"": ""fold"", ""amount"": 0, ""seat"": 4}, {""action"": ""fold"", ""amount"": 0, ""seat"": 5}, {""action"": ""raise"", ""amount"": 1445, ""seat"": 2}, {""action"": ""call"", ""amount"": 794, ""seat"": 3}, {""action"": ""raise"", ""amount"": 1945, ""seat"": 2}, {""action"": ""fold"", ""amount"": 0, ""seat"": 3}]"
adaptive_overfold_pressure,2026060734,4,206,adaptive_overfold_pressure_seat4_seed2026060734_h0206,flop,flop_cbet_or_probe,adaptive_overfold_4,raise,303,737,10,11,737,-217,217,flop,737,False,4d 4s Ac,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 3}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 4}, {""action"": ""fold"", ""amount"": 0, ""seat"": 5}, {""action"": ""fold"", ""amount"": 0, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 2}, {""action"": ""raise"", ""amount"": 217, ""seat"": 3}, {""action"": ""call"", ""amount"": 117, ""seat"": 4}, {""action"": ""raise"", ""amount"": 303, ""seat"": 3}, {""action"": ""fold"", ""amount"": 0, ""seat"": 4}]"
adaptive_overfold_pressure,2026060734,4,218,adaptive_overfold_pressure_seat4_seed2026060734_h0218,flop,flop_cbet_or_probe,adaptive_overfold_1,raise,832,2132,13,14,2132,-600,600,flop,2132,False,Td 7c 6c,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 3}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 4}, {""action"": ""fold"", ""amount"": 0, ""seat"": 5}, {""action"": ""call"", ""amount"": 100, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 2}, {""action"": ""call"", ""amount"": 50, ""seat"": 3}, {""action"": ""raise"", ""amount"": 600, ""seat"": 4}, {""action"": ""call"", ""amount"": 500, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 3}, {""action"": ""check"", ""amount"": 0, ""seat"": 4}, {""action"": ""raise"", ""amount"": 832, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 4}]"
adaptive_overfold_pressure,2026060734,4,232,adaptive_overfold_pressure_seat4_seed2026060734_h0232,flop,flop_cbet_or_probe,adaptive_overfold_1,raise,477,1345,11,13,1345,-217,217,flop,1345,False,8h Kc Jd,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 5}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 2}, {""action"": ""raise"", ""amount"": 217, ""seat"": 3}, {""action"": ""call"", ""amount"": 217, ""seat"": 4}, {""action"": ""call"", ""amount"": 167, ""seat"": 5}, {""action"": ""call"", ""amount"": 117, ""seat"": 0}, {""action"": ""check"", ""amount"": 0, ""seat"": 5}, {""action"": ""raise"", ""amount"": 477, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 3}, {""action"": ""fold"", ""amount"": 0, ""seat"": 4}, {""action"": ""fold"", ""amount"": 0, ""seat"": 5}]"
adaptive_overfold_pressure,2026060734,4,304,adaptive_overfold_pressure_seat4_seed2026060734_h0304,flop,flop_cbet_or_probe,adaptive_overfold_3,raise,736,1886,11,12,1886,-500,500,flop,1886,False,3c Qc 8d,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 5}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 1}, {""action"": ""call"", ""amount"": 100, ""seat"": 2}, {""action"": ""fold"", ""amount"": 0, ""seat"": 3}, {""action"": ""raise"", ""amount"": 500, ""seat"": 4}, {""action"": ""fold"", ""amount"": 0, ""seat"": 5}, {""action"": ""fold"", ""amount"": 0, ""seat"": 0}, {""action"": ""call"", ""amount"": 400, ""seat"": 2}, {""action"": ""raise"", ""amount"": 736, ""seat"": 2}, {""action"": ""fold"", ""amount"": 0, ""seat"": 4}]"
adaptive_overfold_pressure,2026060734,4,312,adaptive_overfold_pressure_seat4_seed2026060734_h0312,flop,flop_cbet_or_probe,adaptive_overfold_2,raise,448,1148,10,11,1148,-300,300,flop,1148,False,2s Qs 8d,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 2}, {""action"": ""fold"", ""amount"": 0, ""seat"": 3}, {""action"": ""raise"", ""amount"": 300, ""seat"": 4}, {""action"": ""fold"", ""amount"": 0, ""seat"": 5}, {""action"": ""fold"", ""amount"": 0, ""seat"": 0}, {""action"": ""call"", ""amount"": 250, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 2}, {""action"": ""raise"", ""amount"": 448, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 4}]"
adaptive_overfold_pressure,2026060734,4,332,adaptive_overfold_pressure_seat4_seed2026060734_h0332,flop,flop_cbet_or_probe,adaptive_overfold_1,raise,160,410,11,12,410,-100,100,flop,410,False,Td 9d Ah,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 3}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 4}, {""action"": ""fold"", ""amount"": 0, ""seat"": 5}, {""action"": ""call"", ""amount"": 100, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 2}, {""action"": ""fold"", ""amount"": 0, ""seat"": 3}, {""action"": ""check"", ""amount"": 0, ""seat"": 4}, {""action"": ""check"", ""amount"": 0, ""seat"": 4}, {""action"": ""raise"", ""amount"": 160, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 4}]"
adaptive_overfold_pressure,2026060734,4,441,adaptive_overfold_pressure_seat4_seed2026060734_h0441,flop,flop_cbet_or_probe,adaptive_overfold_2,raise,704,1804,12,13,1804,-500,500,flop,1804,False,2h 3h 4h,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 4}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 5}, {""action"": ""fold"", ""amount"": 0, ""seat"": 0}, {""action"": ""call"", ""amount"": 100, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 2}, {""action"": ""fold"", ""amount"": 0, ""seat"": 3}, {""action"": ""raise"", ""amount"": 500, ""seat"": 4}, {""action"": ""fold"", ""amount"": 0, ""seat"": 5}, {""action"": ""call"", ""amount"": 400, ""seat"": 1}, {""action"": ""check"", ""amount"": 0, ""seat"": 4}, {""action"": ""raise"", ""amount"": 704, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 4}]"
adaptive_overfold_pressure,2026060734,4,518,adaptive_overfold_pressure_seat4_seed2026060734_h0518,flop,flop_cbet_or_probe,adaptive_overfold_1,raise,175,425,11,12,425,-100,100,flop,425,False,Jc 5d Jh,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 3}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 4}, {""action"": ""fold"", ""amount"": 0, ""seat"": 5}, {""action"": ""call"", ""amount"": 100, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 2}, {""action"": ""fold"", ""amount"": 0, ""seat"": 3}, {""action"": ""check"", ""amount"": 0, ""seat"": 4}, {""action"": ""check"", ""amount"": 0, ""seat"": 4}, {""action"": ""raise"", ""amount"": 175, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 4}]"
adaptive_overfold_pressure,2026060734,4,696,adaptive_overfold_pressure_seat4_seed2026060734_h0696,flop,flop_cbet_or_probe,adaptive_overfold_4,raise,805,1955,11,12,1955,-500,500,flop,1955,False,6h Qs Ac,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 2}, {""action"": ""call"", ""amount"": 100, ""seat"": 3}, {""action"": ""raise"", ""amount"": 500, ""seat"": 4}, {""action"": ""fold"", ""amount"": 0, ""seat"": 5}, {""action"": ""fold"", ""amount"": 0, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 2}, {""action"": ""call"", ""amount"": 400, ""seat"": 3}, {""action"": ""raise"", ""amount"": 805, ""seat"": 3}, {""action"": ""fold"", ""amount"": 0, ""seat"": 4}]"
adaptive_overfold_pressure,2026060735,5,177,adaptive_overfold_pressure_seat5_seed2026060735_h0177,flop,flop_cbet_or_probe,adaptive_overfold_4,raise,309,793,11,12,793,-217,217,flop,793,False,3c Qc As,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 4}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 5}, {""action"": ""fold"", ""amount"": 0, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 2}, {""action"": ""raise"", ""amount"": 217, ""seat"": 3}, {""action"": ""fold"", ""amount"": 0, ""seat"": 4}, {""action"": ""call"", ""amount"": 117, ""seat"": 5}, {""action"": ""check"", ""amount"": 0, ""seat"": 5}, {""action"": ""raise"", ""amount"": 309, ""seat"": 3}, {""action"": ""fold"", ""amount"": 0, ""seat"": 5}]"
adaptive_overfold_pressure,2026060735,5,405,adaptive_overfold_pressure_seat5_seed2026060735_h0405,flop,flop_cbet_or_probe,adaptive_overfold_3,raise,309,793,11,12,793,-217,217,flop,793,False,Ad Ts 6d,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 4}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 5}, {""action"": ""fold"", ""amount"": 0, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 1}, {""action"": ""raise"", ""amount"": 217, ""seat"": 2}, {""action"": ""fold"", ""amount"": 0, ""seat"": 3}, {""action"": ""fold"", ""amount"": 0, ""seat"": 4}, {""action"": ""call"", ""amount"": 117, ""seat"": 5}, {""action"": ""check"", ""amount"": 0, ""seat"": 5}, {""action"": ""raise"", ""amount"": 309, ""seat"": 2}, {""action"": ""fold"", ""amount"": 0, ""seat"": 5}]"
adaptive_overfold_pressure,2026060735,5,607,adaptive_overfold_pressure_seat5_seed2026060735_h0607,flop,flop_cbet_or_probe,adaptive_overfold_3,raise,448,1148,10,11,1148,-300,300,flop,1148,False,Jh 7d 5c,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 2}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 3}, {""action"": ""fold"", ""amount"": 0, ""seat"": 4}, {""action"": ""raise"", ""amount"": 300, ""seat"": 5}, {""action"": ""fold"", ""amount"": 0, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 1}, {""action"": ""call"", ""amount"": 250, ""seat"": 2}, {""action"": ""fold"", ""amount"": 0, ""seat"": 3}, {""action"": ""raise"", ""amount"": 448, ""seat"": 2}, {""action"": ""fold"", ""amount"": 0, ""seat"": 5}]"
adaptive_overfold_pressure,2026060735,5,635,adaptive_overfold_pressure_seat5_seed2026060735_h0635,flop,flop_cbet_or_probe,adaptive_overfold_1,raise,525,1275,10,12,1275,-250,250,flop,1275,False,8d 2d 2c,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 2}, {""action"": ""fold"", ""amount"": 0, ""seat"": 3}, {""action"": ""fold"", ""amount"": 0, ""seat"": 4}, {""action"": ""raise"", ""amount"": 250, ""seat"": 5}, {""action"": ""call"", ""amount"": 200, ""seat"": 0}, {""action"": ""call"", ""amount"": 150, ""seat"": 1}, {""action"": ""raise"", ""amount"": 525, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 5}]"
adaptive_overfold_pressure,2026060735,5,709,adaptive_overfold_pressure_seat5_seed2026060735_h0709,flop,flop_cbet_or_probe,adaptive_overfold_4,raise,805,1955,10,11,1955,-500,500,flop,1955,False,Kc Kd 4h,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""call"", ""amount"": 100, ""seat"": 2}, {""action"": ""fold"", ""amount"": 0, ""seat"": 3}, {""action"": ""raise"", ""amount"": 500, ""seat"": 4}, {""action"": ""fold"", ""amount"": 0, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 1}, {""action"": ""call"", ""amount"": 400, ""seat"": 2}, {""action"": ""raise"", ""amount"": 805, ""seat"": 2}, {""action"": ""fold"", ""amount"": 0, ""seat"": 4}]"
