mix,matches,hands_total,thorp_delta_sum,thorp_delta_avg_per_match,thorp_chip_per_100_hands,thorp_bb100,thorp_bb100_ci,pressure_fold_count,pressure_fold_loss_chips,pressure_fold_net_delta_chips,pressure_fold_loss_bb100,pressure_pot_after_surrendered_chips,pressure_pot_after_surrendered_bb100,thorp_decisions,fold_defaults,illegal_action_names,timeouts,exceptions,busts,bust_rate,bust_streets
adaptive_overfold_pressure,6,4800,124240,20706.67,2588.33,25.8833,"{'mean': 25.9077, 'low': 16.18, 'high': 36.0546, 'half_width': 9.9373}",43,18742,-18742,-3.9046,68331,-14.2356,4302,0,0,0,0,0,0.0,{}
