mix,matches,hands_total,thorp_delta_sum,thorp_delta_avg_per_match,thorp_chip_per_100_hands,thorp_bb100,thorp_bb100_ci,pressure_fold_count,pressure_fold_loss_chips,pressure_fold_net_delta_chips,pressure_fold_loss_bb100,pressure_pot_after_surrendered_chips,pressure_pot_after_surrendered_bb100,thorp_decisions,fold_defaults,illegal_action_names,timeouts,exceptions,busts,bust_rate,bust_streets
adaptive_overfold_pressure,1,50,1250,1250.0,2500.0,25.0,"{'mean': 25.0, 'low': 25.0, 'high': 25.0, 'half_width': 0.0}",0,0,0,0.0,0,0.0,46,0,0,0,0,0,0.0,{}
