opponent,seed,orientation,hand_num,hand_id,hero_delta,street,pot,community_cards,showdown,hero_cards,hand_strength,action_log_tail
all_in_maniac,42,0,5,deployed_all_in_maniac_s42_o0_h0005,-9250,river,20000,Kc 3c 4s 6h 9h,True,Qh Td,High Card,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 10750, ""seat"": 1}, {""action"": ""call"", ""amount"": 10650, ""seat"": 0}]"
loose_aggressive,52,1,5,deployed_loose_aggressive_s52_o1_h0005,-8709,river,20000,7d 4h 3h 8h Qd,True,4d Ad,Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""raise"", ""amount"": 250, ""seat"": 1}, {""action"": ""raise"", ""amount"": 565, ""seat"": 0}, {""action"": ""raise"", ""amount"": 1977, ""seat"": 1}, {""action"": ""raise"", ""amount"": 4264, ""seat"": 0}, {""action"": ""raise"", ""amount"": 9807, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 8709, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 1484, ""seat"": 1}]"
tight_aggressive,44,0,117,deployed_tight_aggressive_s44_o0_h0117,-8575,river,20000,4d 9s 4h 7c Ah,True,Jh Jc,Two Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""raise"", ""amount"": 250, ""seat"": 1}, {""action"": ""raise"", ""amount"": 875, ""seat"": 0}, {""action"": ""raise"", ""amount"": 2000, ""seat"": 1}, {""action"": ""call"", ""amount"": 1125, ""seat"": 0}, {""action"": ""raise"", ""amount"": 2640, ""seat"": 0}, {""action"": ""call"", ""amount"": 2640, ""seat"": 1}, {""action"": ""raise"", ""amount"": 6124, ""seat"": 0}, {""action"": ""call"", ""amount"": 6124, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 661, ""seat"": 0}]"
template,42,1,62,deployed_template_s42_o1_h0062,-8500,river,20000,3d Jh Ah 3s 5h,True,Qc Qh,Two Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""raise"", ""amount"": 450, ""seat"": 0}, {""action"": ""raise"", ""amount"": 1575, ""seat"": 1}, {""action"": ""raise"", ""amount"": 6075, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 11500, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 8500, ""seat"": 0}]"
shark,42,1,62,deployed_shark_s42_o1_h0062,-7950,river,20000,3d Jh Ah 3s 5h,True,Qc Qh,Two Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""raise"", ""amount"": 600, ""seat"": 0}, {""action"": ""raise"", ""amount"": 2100, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 7950, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 12050, ""seat"": 1}]"
aggressor,49,1,13,deployed_aggressor_s49_o1_h0013,-7900,river,20000,Tc 7d 6s 8c 5c,True,Ah Ad,Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""raise"", ""amount"": 250, ""seat"": 1}, {""action"": ""raise"", ""amount"": 1600, ""seat"": 0}, {""action"": ""raise"", ""amount"": 5600, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 7900, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 6500, ""seat"": 1}]"
aggressor,42,1,20,deployed_aggressor_s42_o1_h0020,-7200,river,20000,8d Jd 6h 5c 9c,True,Ah Kc,High Card,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""raise"", ""amount"": 400, ""seat"": 0}, {""action"": ""raise"", ""amount"": 1400, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 7200, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 12800, ""seat"": 1}]"
shark,44,0,117,deployed_shark_s44_o0_h0117,-7150,river,20000,4d 9s 4h 7c Ah,True,Jh Jc,Two Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""raise"", ""amount"": 600, ""seat"": 1}, {""action"": ""raise"", ""amount"": 2100, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 7150, ""seat"": 1}, {""action"": ""call"", ""amount"": 5050, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 5700, ""seat"": 0}]"
aggressor,47,0,7,deployed_aggressor_s47_o0_h0007,-6622,river,20000,9d 2h Jd Jc Ad,True,Qc Ac,Two Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""call"", ""amount"": 50, ""seat"": 1}, {""action"": ""raise"", ""amount"": 500, ""seat"": 0}, {""action"": ""raise"", ""amount"": 1800, ""seat"": 1}, {""action"": ""raise"", ""amount"": 6300, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 6622, ""seat"": 1}, {""action"": ""raise"", ""amount"": 6461, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 617, ""seat"": 0}]"
loose_aggressive,49,1,13,deployed_loose_aggressive_s49_o1_h0013,-6580,river,20000,Tc 7d 6s 8c 5c,True,Ah Ad,Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""raise"", ""amount"": 250, ""seat"": 1}, {""action"": ""raise"", ""amount"": 565, ""seat"": 0}, {""action"": ""raise"", ""amount"": 1977, ""seat"": 1}, {""action"": ""raise"", ""amount"": 4264, ""seat"": 0}, {""action"": ""raise"", ""amount"": 9807, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 6580, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 3613, ""seat"": 1}]"
tight_aggressive,43,1,139,deployed_tight_aggressive_s43_o1_h0139,-6550,river,20000,6s 5s Kc 4d Kd,True,Jh Jc,Two Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""raise"", ""amount"": 250, ""seat"": 1}, {""action"": ""raise"", ""amount"": 600, ""seat"": 0}, {""action"": ""raise"", ""amount"": 2100, ""seat"": 1}, {""action"": ""raise"", ""amount"": 4800, ""seat"": 0}, {""action"": ""call"", ""amount"": 2700, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 1750, ""seat"": 0}, {""action"": ""call"", ""amount"": 1750, ""seat"": 1}, {""action"": ""raise"", ""amount"": 6550, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 350, ""seat"": 1}]"
tight_aggressive,46,0,126,deployed_tight_aggressive_s46_o0_h0126,-6550,river,20000,Qd 6h Th Ad 2h,True,Qc Ac,Two Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""raise"", ""amount"": 250, ""seat"": 0}, {""action"": ""raise"", ""amount"": 600, ""seat"": 1}, {""action"": ""raise"", ""amount"": 2100, ""seat"": 0}, {""action"": ""raise"", ""amount"": 4800, ""seat"": 1}, {""action"": ""call"", ""amount"": 2700, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 1750, ""seat"": 1}, {""action"": ""call"", ""amount"": 1750, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 6900, ""seat"": 0}]"
template,46,0,126,deployed_template_s46_o0_h0126,-6400,river,20000,Qd 6h Th Ad 2h,True,Qc Ac,Two Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""raise"", ""amount"": 250, ""seat"": 0}, {""action"": ""raise"", ""amount"": 1050, ""seat"": 1}, {""action"": ""raise"", ""amount"": 3675, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 6400, ""seat"": 1}, {""action"": ""call"", ""amount"": 2725, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 7200, ""seat"": 0}]"
shark,46,0,126,deployed_shark_s46_o0_h0126,-6400,river,20000,Qd 6h Th Ad 2h,True,Qc Ac,Two Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""raise"", ""amount"": 250, ""seat"": 0}, {""action"": ""raise"", ""amount"": 1200, ""seat"": 1}, {""action"": ""raise"", ""amount"": 4200, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 6400, ""seat"": 1}, {""action"": ""raise"", ""amount"": 6996, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 2404, ""seat"": 0}]"
tight_passive,49,0,11,deployed_tight_passive_s49_o0_h0011,-6243,river,12486,8s Qs 4d 5h 2s,True,Qd Kc,Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""call"", ""amount"": 50, ""seat"": 1}, {""action"": ""raise"", ""amount"": 500, ""seat"": 0}, {""action"": ""call"", ""amount"": 400, ""seat"": 1}, {""action"": ""raise"", ""amount"": 660, ""seat"": 0}, {""action"": ""call"", ""amount"": 660, ""seat"": 1}, {""action"": ""raise"", ""amount"": 1531, ""seat"": 0}, {""action"": ""call"", ""amount"": 1531, ""seat"": 1}, {""action"": ""raise"", ""amount"": 3552, ""seat"": 0}, {""action"": ""call"", ""amount"": 3552, ""seat"": 1}]"
loose_passive,42,0,15,deployed_loose_passive_s42_o0_h0015,-6243,river,12486,5d 4s Jc Qh 9h,True,Ah Jd,Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""call"", ""amount"": 50, ""seat"": 1}, {""action"": ""raise"", ""amount"": 500, ""seat"": 0}, {""action"": ""call"", ""amount"": 400, ""seat"": 1}, {""action"": ""raise"", ""amount"": 660, ""seat"": 0}, {""action"": ""call"", ""amount"": 660, ""seat"": 1}, {""action"": ""raise"", ""amount"": 1531, ""seat"": 0}, {""action"": ""call"", ""amount"": 1531, ""seat"": 1}, {""action"": ""raise"", ""amount"": 3552, ""seat"": 0}, {""action"": ""call"", ""amount"": 3552, ""seat"": 1}]"
loose_passive,51,1,2,deployed_loose_passive_s51_o1_h0002,-6243,river,12486,5c 3c Kc Js 4c,True,7c 8c,Flush,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""call"", ""amount"": 50, ""seat"": 0}, {""action"": ""raise"", ""amount"": 500, ""seat"": 1}, {""action"": ""call"", ""amount"": 400, ""seat"": 0}, {""action"": ""raise"", ""amount"": 660, ""seat"": 1}, {""action"": ""call"", ""amount"": 660, ""seat"": 0}, {""action"": ""raise"", ""amount"": 1531, ""seat"": 1}, {""action"": ""call"", ""amount"": 1531, ""seat"": 0}, {""action"": ""raise"", ""amount"": 3552, ""seat"": 1}, {""action"": ""call"", ""amount"": 3552, ""seat"": 0}]"
shark,43,1,139,deployed_shark_s43_o1_h0139,-6200,river,20000,6s 5s Kc 4d Kd,True,Jh Jc,Two Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""raise"", ""amount"": 250, ""seat"": 1}, {""action"": ""raise"", ""amount"": 1200, ""seat"": 0}, {""action"": ""raise"", ""amount"": 4200, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 6200, ""seat"": 0}, {""action"": ""raise"", ""amount"": 6864, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 2736, ""seat"": 1}]"
loose_aggressive,50,0,29,deployed_loose_aggressive_s50_o0_h0029,-6157,turn,18267,Td Kh Ad 9h,False,,,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""call"", ""amount"": 50, ""seat"": 1}, {""action"": ""raise"", ""amount"": 500, ""seat"": 0}, {""action"": ""call"", ""amount"": 400, ""seat"": 1}, {""action"": ""raise"", ""amount"": 660, ""seat"": 0}, {""action"": ""raise"", ""amount"": 2154, ""seat"": 1}, {""action"": ""call"", ""amount"": 1494, ""seat"": 0}, {""action"": ""raise"", ""amount"": 3503, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 9456, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 0}]"
template,43,1,139,deployed_template_s43_o1_h0139,-6050,river,20000,6s 5s Kc 4d Kd,True,Jh Jc,Two Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""raise"", ""amount"": 250, ""seat"": 1}, {""action"": ""raise"", ""amount"": 1050, ""seat"": 0}, {""action"": ""raise"", ""amount"": 3675, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 6050, ""seat"": 0}, {""action"": ""raise"", ""amount"": 6418, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 3857, ""seat"": 1}]"
aggressor,43,1,0,deployed_aggressor_s43_o1_h0000,-6000,turn,16000,Qh 3c 7c 2d,False,,,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""raise"", ""amount"": 600, ""seat"": 0}, {""action"": ""call"", ""amount"": 500, ""seat"": 1}, {""action"": ""raise"", ""amount"": 600, ""seat"": 1}, {""action"": ""raise"", ""amount"": 2400, ""seat"": 0}, {""action"": ""call"", ""amount"": 1800, ""seat"": 1}, {""action"": ""raise"", ""amount"": 3000, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 7000, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 1}]"
tight_passive,45,1,94,deployed_tight_passive_s45_o1_h0094,-5674,river,11917,7c 8s 2d Kc 8c,True,Jd Jc,Two Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""call"", ""amount"": 50, ""seat"": 0}, {""action"": ""raise"", ""amount"": 500, ""seat"": 1}, {""action"": ""call"", ""amount"": 400, ""seat"": 0}, {""action"": ""raise"", ""amount"": 660, ""seat"": 1}, {""action"": ""call"", ""amount"": 660, ""seat"": 0}, {""action"": ""raise"", ""amount"": 1531, ""seat"": 1}, {""action"": ""call"", ""amount"": 1531, ""seat"": 0}, {""action"": ""raise"", ""amount"": 3552, ""seat"": 1}, {""action"": ""call"", ""amount"": 3552, ""seat"": 0}]"
aggressor,47,0,9,deployed_aggressor_s47_o0_h0009,-5600,turn,19094,Th 6c Jh 7s,False,,,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""raise"", ""amount"": 400, ""seat"": 1}, {""action"": ""raise"", ""amount"": 1400, ""seat"": 0}, {""action"": ""call"", ""amount"": 1000, ""seat"": 1}, {""action"": ""raise"", ""amount"": 1400, ""seat"": 0}, {""action"": ""call"", ""amount"": 1400, ""seat"": 1}, {""action"": ""raise"", ""amount"": 2800, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 10694, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 0}]"
aggressor,50,1,4,deployed_aggressor_s50_o1_h0004,-5400,flop,15900,4h 5c 2s,False,,,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""call"", ""amount"": 50, ""seat"": 0}, {""action"": ""raise"", ""amount"": 500, ""seat"": 1}, {""action"": ""raise"", ""amount"": 2700, ""seat"": 0}, {""action"": ""call"", ""amount"": 2200, ""seat"": 1}, {""action"": ""raise"", ""amount"": 2700, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 7800, ""seat"": 0}, {""action"": ""fold"", ""amount"": 0, ""seat"": 1}]"
tight_passive,48,0,143,deployed_tight_passive_s48_o0_h0143,-5382,river,10764,5s Th Jh 7s 2h,True,Tc Qd,Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""call"", ""amount"": 50, ""seat"": 1}, {""action"": ""raise"", ""amount"": 500, ""seat"": 0}, {""action"": ""call"", ""amount"": 400, ""seat"": 1}, {""action"": ""raise"", ""amount"": 660, ""seat"": 0}, {""action"": ""call"", ""amount"": 660, ""seat"": 1}, {""action"": ""raise"", ""amount"": 1531, ""seat"": 0}, {""action"": ""call"", ""amount"": 1531, ""seat"": 1}, {""action"": ""raise"", ""amount"": 2691, ""seat"": 0}, {""action"": ""call"", ""amount"": 2691, ""seat"": 1}]"
loose_passive,45,1,20,deployed_loose_passive_s45_o1_h0020,-5382,river,10764,Jh 7h 3h 2s Kd,True,Qc Qd,Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""call"", ""amount"": 50, ""seat"": 0}, {""action"": ""raise"", ""amount"": 500, ""seat"": 1}, {""action"": ""call"", ""amount"": 400, ""seat"": 0}, {""action"": ""raise"", ""amount"": 500, ""seat"": 1}, {""action"": ""call"", ""amount"": 500, ""seat"": 0}, {""action"": ""raise"", ""amount"": 1320, ""seat"": 1}, {""action"": ""call"", ""amount"": 1320, ""seat"": 0}, {""action"": ""raise"", ""amount"": 3062, ""seat"": 1}, {""action"": ""call"", ""amount"": 3062, ""seat"": 0}]"
loose_passive,44,0,7,deployed_loose_passive_s44_o0_h0007,-5352,river,11595,Ac Kd 7h 2c 7d,True,Qd Ks,Two Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""call"", ""amount"": 50, ""seat"": 1}, {""action"": ""raise"", ""amount"": 500, ""seat"": 0}, {""action"": ""call"", ""amount"": 400, ""seat"": 1}, {""action"": ""raise"", ""amount"": 660, ""seat"": 0}, {""action"": ""call"", ""amount"": 660, ""seat"": 1}, {""action"": ""raise"", ""amount"": 1531, ""seat"": 0}, {""action"": ""call"", ""amount"": 1531, ""seat"": 1}, {""action"": ""raise"", ""amount"": 3552, ""seat"": 0}, {""action"": ""call"", ""amount"": 3552, ""seat"": 1}]"
aggressor,42,1,22,deployed_aggressor_s42_o1_h0022,-5350,river,11300,5c Kc 2s Qs 6d,True,9s 9c,Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""raise"", ""amount"": 400, ""seat"": 0}, {""action"": ""raise"", ""amount"": 1400, ""seat"": 1}, {""action"": ""raise"", ""amount"": 4800, ""seat"": 0}, {""action"": ""call"", ""amount"": 3400, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 550, ""seat"": 1}, {""action"": ""call"", ""amount"": 550, ""seat"": 0}, {""action"": ""raise"", ""amount"": 200, ""seat"": 0}, {""action"": ""raise"", ""amount"": 400, ""seat"": 0}]"
aggressor,49,0,0,deployed_aggressor_s49_o0_h0000,-5173,turn,15173,Ah Jd 6s Jc,False,,,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 0}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 1}, {""action"": ""raise"", ""amount"": 250, ""seat"": 0}, {""action"": ""call"", ""amount"": 150, ""seat"": 1}, {""action"": ""check"", ""amount"": 0, ""seat"": 1}, {""action"": ""raise"", ""amount"": 330, ""seat"": 0}, {""action"": ""raise"", ""amount"": 1980, ""seat"": 1}, {""action"": ""call"", ""amount"": 1650, ""seat"": 0}, {""action"": ""check"", ""amount"": 0, ""seat"": 1}, {""action"": ""raise"", ""amount"": 2943, ""seat"": 0}, {""action"": ""all_in"", ""amount"": 7770, ""seat"": 1}, {""action"": ""fold"", ""amount"": 0, ""seat"": 0}]"
loose_passive,44,0,55,deployed_loose_passive_s44_o0_h0055,-5063,river,10445,Kc Qh 6h 7h 5h,True,Qs 8s,Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""call"", ""amount"": 50, ""seat"": 1}, {""action"": ""raise"", ""amount"": 500, ""seat"": 0}, {""action"": ""call"", ""amount"": 400, ""seat"": 1}, {""action"": ""raise"", ""amount"": 660, ""seat"": 0}, {""action"": ""call"", ""amount"": 660, ""seat"": 1}, {""action"": ""raise"", ""amount"": 1531, ""seat"": 0}, {""action"": ""call"", ""amount"": 1531, ""seat"": 1}, {""action"": ""raise"", ""amount"": 2691, ""seat"": 0}, {""action"": ""call"", ""amount"": 2691, ""seat"": 1}]"
shark,48,1,163,deployed_shark_s48_o1_h0163,-5000,river,20000,6s 9s 9c 7d Jh,True,Ac Qh,Pair,"[{""action"": ""small_blind"", ""amount"": 50, ""seat"": 1}, {""action"": ""big_blind"", ""amount"": 100, ""seat"": 0}, {""action"": ""raise"", ""amount"": 250, ""seat"": 1}, {""action"": ""raise"", ""amount"": 1200, ""seat"": 0}, {""action"": ""raise"", ""amount"": 4200, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 5000, ""seat"": 0}, {""action"": ""raise"", ""amount"": 4600, ""seat"": 1}, {""action"": ""all_in"", ""amount"": 6200, ""seat"": 1}]"
